Fecha;Provincia;Consumo energético (kWh/m²);Media de residentes;Potencia contratada (kW);Tipo de vivienda
2024-06-22;Valencia;265.57;3.2;5.5;Adosado
2024-06-22;Valladolid;140.75;4.2;7.7;Adosado
2024-06-22;Vizcaya;237.8;4.8;7.7;Adosado
2024-06-22;Zamora;230.06;3.7;4.4;Adosado
2024-06-22;Zaragoza;158.37;4.4;7.7;Casa unifamiliar
2024-06-23;Álava;161.27;3.6;4.4;Adosado
2024-06-23;Albacete;216.39;4.8;5.5;Dúplex
2024-06-23;Alicante;117.0;4.7;6.6;Casa unifamiliar
2024-06-23;Almería;25.18;1.1;4.4;Adosado
2024-06-23;Asturias;168.6;3.7;4.4;Dúplex
2024-06-23;Ávila;28.84;4.7;4.4;Piso
2024-06-23;Badajoz;156.7;3.7;6.6;Casa unifamiliar
2024-06-23;Baleares;195.15;1.1;4.4;Casa unifamiliar
2024-06-23;Barcelona;75.64;4.7;4.4;Dúplex
2024-06-23;Burgos;236.2;2.3;6.6;Casa unifamiliar
2024-06-23;Cáceres;266.47;4.4;4.4;Piso
2024-06-23;Cádiz;79.92;4.5;4.4;Piso
2024-06-23;Cantabria;148.24;4.1;5.5;Casa unifamiliar
2024-06-23;Castellón;91.89;3.8;3.3;Piso
2024-06-23;Ciudad Real;102.71;2.6;6.6;Casa unifamiliar
2024-06-23;Córdoba;60.18;3.6;4.4;Casa unifamiliar
2024-06-23;La Coruña;278.09;4.3;6.6;Adosado
2024-06-23;Cuenca;140.37;4.8;7.7;Dúplex
2024-06-23;Gerona;113.28;2.8;3.3;Dúplex
2024-06-23;Granada;73.09;2.1;3.3;Piso
2024-06-23;Guadalajara;41.17;2.1;6.6;Piso
2024-06-23;Guipúzcoa;116.17;2.3;5.5;Casa unifamiliar
2024-06-23;Huelva;247.58;4.8;5.5;Casa unifamiliar
2024-06-23;Huesca;298.61;2.9;7.7;Dúplex
2024-06-23;Jaén;55.93;1.9;5.5;Casa unifamiliar
2024-06-23;León;69.97;1.2;4.4;Piso
2024-06-23;Lérida;131.48;3.6;3.3;Adosado
2024-06-23;Lugo;189.3;3.7;6.6;Piso
2024-06-23;Madrid;159.0;4.4;3.3;Adosado
2024-06-23;Málaga;139.39;3.2;3.3;Piso
2024-06-23;Murcia;139.53;1.6;3.3;Adosado
2024-06-23;Navarra;297.83;3.8;5.5;Piso
2024-06-23;Orense;176.68;3.0;7.7;Casa unifamiliar
2024-06-23;Palencia;180.09;4.9;4.4;Dúplex
2024-06-23;Las Palmas;161.23;4.9;4.4;Piso
2024-06-23;Pontevedra;169.67;1.7;5.5;Adosado
2024-06-23;La Rioja;136.72;2.0;6.6;Piso
2024-06-23;Salamanca;100.09;4.6;7.7;Casa unifamiliar
2024-06-23;Segovia;248.94;1.7;5.5;Dúplex
2024-06-23;Sevilla;177.4;4.0;3.3;Piso
2024-06-23;Soria;135.0;2.0;4.4;Adosado
2024-06-23;Tarragona;292.26;4.6;5.5;Piso
2024-06-23;Santa Cruz de Tenerife;254.08;4.4;7.7;Dúplex
2024-06-23;Teruel;140.22;2.8;6.6;Piso
2024-06-23;Toledo;233.14;4.7;5.5;Adosado
2024-06-23;Valencia;171.87;1.5;5.5;Adosado
2024-06-23;Valladolid;117.65;2.2;7.7;Piso
2024-06-23;Vizcaya;118.06;1.2;7.7;Casa unifamiliar
2024-06-23;Zamora;87.54;1.1;5.5;Casa unifamiliar
2024-06-23;Zaragoza;28.11;1.9;4.4;Piso
2024-06-24;Álava;147.06;1.9;3.3;Adosado
2024-06-24;Albacete;192.87;4.5;3.3;Dúplex
2024-06-24;Alicante;81.4;1.6;3.3;Adosado
2024-06-24;Almería;213.64;2.3;7.7;Adosado
2024-06-24;Asturias;134.6;3.9;4.4;Dúplex
2024-06-24;Ávila;95.69;4.0;5.5;Dúplex
2024-06-24;Badajoz;160.89;2.4;5.5;Casa unifamiliar
2024-06-24;Baleares;289.15;4.7;3.3;Dúplex
2024-06-24;Barcelona;74.66;2.9;5.5;Dúplex
2024-06-24;Burgos;72.99;3.0;7.7;Dúplex
2024-06-24;Cáceres;137.3;1.9;7.7;Adosado
2024-06-24;Cádiz;156.11;1.8;7.7;Adosado
2024-06-24;Cantabria;184.02;3.5;7.7;Dúplex
2024-06-24;Castellón;241.38;1.1;7.7;Dúplex
2024-06-24;Ciudad Real;245.93;1.7;5.5;Piso
2024-06-24;Córdoba;149.51;2.1;7.7;Piso
2024-06-24;La Coruña;175.35;4.0;7.7;Piso
2024-06-24;Cuenca;22.05;3.0;6.6;Piso
2024-06-24;Gerona;102.05;3.7;4.4;Adosado
2024-06-24;Granada;293.49;3.8;4.4;Piso
2024-06-24;Guadalajara;180.49;2.1;3.3;Piso
2024-06-24;Guipúzcoa;23.15;3.4;4.4;Piso
2024-06-24;Huelva;211.78;1.7;6.6;Adosado
2024-06-24;Huesca;117.36;1.9;7.7;Adosado
2024-06-24;Jaén;41.68;1.6;5.5;Adosado
2024-06-24;León;215.77;4.2;5.5;Piso
2024-06-24;Lérida;117.5;2.5;6.6;Casa unifamiliar
2024-06-24;Lugo;37.11;4.2;7.7;Dúplex
2024-06-24;Madrid;144.63;1.6;4.4;Adosado
2024-06-24;Málaga;100.91;1.2;6.6;Adosado
2024-06-24;Murcia;149.13;4.7;5.5;Adosado
2024-06-24;Navarra;185.66;1.6;5.5;Piso
2024-06-24;Orense;58.89;2.8;3.3;Dúplex
2024-06-24;Palencia;261.22;2.3;3.3;Piso
2024-06-24;Las Palmas;264.76;3.5;5.5;Adosado
2024-06-24;Pontevedra;256.68;3.8;3.3;Casa unifamiliar
2024-06-24;La Rioja;44.83;2.8;5.5;Dúplex
2024-06-24;Salamanca;205.35;2.8;4.4;Piso
2024-06-24;Segovia;274.32;1.5;3.3;Piso
2024-06-24;Sevilla;142.46;4.9;7.7;Adosado
2024-06-24;Soria;189.73;2.2;5.5;Piso
2024-06-24;Tarragona;20.86;2.8;5.5;Piso
2024-06-24;Santa Cruz de Tenerife;127.94;1.1;3.3;Casa unifamiliar
2024-06-24;Teruel;43.72;2.2;7.7;Dúplex
2024-06-24;Toledo;27.33;4.5;6.6;Casa unifamiliar
2024-06-24;Valencia;273.1;2.7;4.4;Dúplex
2024-06-24;Valladolid;270.66;4.9;3.3;Adosado
2024-06-24;Vizcaya;21.69;4.1;4.4;Dúplex
2024-06-24;Zamora;204.56;3.6;4.4;Adosado
2024-06-24;Zaragoza;190.39;3.1;6.6;Casa unifamiliar
2024-06-25;Álava;214.28;4.0;7.7;Casa unifamiliar
2024-06-25;Albacete;183.43;4.0;3.3;Dúplex
2024-06-25;Alicante;54.03;4.0;6.6;Piso
2024-06-25;Almería;60.74;3.8;4.4;Dúplex
2024-06-25;Asturias;90.4;4.4;3.3;Dúplex
2024-06-25;Ávila;75.99;3.1;3.3;Casa unifamiliar
2024-06-25;Badajoz;36.53;4.1;5.5;Piso
2024-06-25;Baleares;155.15;3.2;5.5;Adosado
2024-06-25;Barcelona;82.72;1.2;7.7;Piso
2024-06-25;Burgos;278.99;2.8;4.4;Piso
2024-06-25;Cáceres;113.43;2.4;5.5;Casa unifamiliar
2024-06-25;Cádiz;72.36;3.9;4.4;Piso
2024-06-25;Cantabria;236.66;2.5;4.4;Casa unifamiliar
2024-06-25;Castellón;120.7;3.7;6.6;Adosado
2024-06-25;Ciudad Real;140.64;1.6;5.5;Dúplex
2024-06-25;Córdoba;148.1;4.4;6.6;Piso
2024-06-25;La Coruña;57.74;1.2;4.4;Casa unifamiliar
2024-06-25;Cuenca;241.73;2.2;7.7;Piso
2024-06-25;Gerona;64.54;2.9;6.6;Dúplex
2024-06-25;Granada;275.34;2.5;4.4;Casa unifamiliar
2024-06-25;Guadalajara;28.23;1.6;3.3;Piso
2024-06-25;Guipúzcoa;167.75;4.8;5.5;Casa unifamiliar
2024-06-25;Huelva;223.52;4.1;7.7;Adosado
2024-06-25;Huesca;251.88;4.9;4.4;Adosado
2024-06-25;Jaén;176.19;3.8;7.7;Piso
2024-06-25;León;180.86;4.5;7.7;Piso
2024-06-25;Lérida;113.11;2.3;4.4;Casa unifamiliar
2024-06-25;Lugo;47.01;3.5;7.7;Adosado
2024-06-25;Madrid;154.65;4.8;4.4;Piso
2024-06-25;Málaga;199.87;4.2;4.4;Piso
2024-06-25;Murcia;144.51;1.2;5.5;Adosado
2024-06-25;Navarra;77.63;3.6;6.6;Adosado
2024-06-25;Orense;253.7;4.3;4.4;Piso
2024-06-25;Palencia;20.76;2.2;3.3;Piso
2024-06-25;Las Palmas;273.58;4.0;3.3;Piso
2024-06-25;Pontevedra;31.91;1.2;3.3;Casa unifamiliar
2024-06-25;La Rioja;50.63;4.1;4.4;Piso
2024-06-25;Salamanca;175.35;4.7;5.5;Adosado
2024-06-25;Segovia;21.73;3.5;7.7;Dúplex
2024-06-25;Sevilla;292.14;2.9;7.7;Dúplex
2024-06-25;Soria;71.81;1.9;4.4;Adosado
2024-06-25;Tarragona;121.41;3.2;5.5;Dúplex
2024-06-25;Santa Cruz de Tenerife;275.07;1.0;7.7;Adosado
2024-06-25;Teruel;131.67;4.8;6.6;Adosado
2024-06-25;Toledo;32.8;2.7;3.3;Casa unifamiliar
2024-06-25;Valencia;177.25;2.6;3.3;Casa unifamiliar
2024-06-25;Valladolid;259.18;1.7;7.7;Casa unifamiliar
2024-06-25;Vizcaya;55.78;1.9;5.5;Casa unifamiliar
2024-06-25;Zamora;288.54;2.9;5.5;Casa unifamiliar
2024-06-25;Zaragoza;255.61;4.1;6.6;Adosado
2024-06-26;Álava;269.44;1.4;3.3;Piso
2024-06-26;Albacete;82.15;4.7;6.6;Casa unifamiliar
2024-06-26;Alicante;72.53;4.7;5.5;Dúplex
2024-06-26;Almería;103.62;1.9;6.6;Adosado
2024-06-26;Asturias;40.5;4.3;3.3;Piso
2024-06-26;Ávila;25.34;2.2;6.6;Piso
2024-06-26;Badajoz;217.81;2.9;6.6;Adosado
2024-06-26;Baleares;36.12;3.2;5.5;Casa unifamiliar
2024-06-26;Barcelona;75.18;3.8;5.5;Piso
2024-06-26;Burgos;91.03;2.7;3.3;Piso
2024-06-26;Cáceres;295.01;4.4;6.6;Casa unifamiliar
2024-06-26;Cádiz;192.1;3.4;6.6;Adosado
2024-06-26;Cantabria;141.39;4.1;4.4;Casa unifamiliar
2024-06-26;Castellón;103.59;3.6;6.6;Adosado
2024-06-26;Ciudad Real;270.68;1.5;3.3;Casa unifamiliar
2024-06-26;Córdoba;27.22;3.7;5.5;Piso
2024-06-26;La Coruña;122.57;4.1;5.5;Casa unifamiliar
2024-06-26;Cuenca;294.83;2.5;5.5;Dúplex
2024-06-26;Gerona;273.03;4.5;5.5;Dúplex
2024-06-26;Granada;106.22;4.4;6.6;Adosado
2024-06-26;Guadalajara;258.01;5.0;5.5;Adosado
2024-06-26;Guipúzcoa;91.06;1.5;6.6;Adosado
2024-06-26;Huelva;100.1;2.0;5.5;Dúplex
2024-06-26;Huesca;147.38;1.1;4.4;Adosado
2024-06-26;Jaén;23.91;3.7;3.3;Dúplex
2024-06-26;León;218.94;4.2;3.3;Dúplex
2024-06-26;Lérida;213.67;2.8;7.7;Adosado
2024-06-26;Lugo;243.18;1.5;4.4;Casa unifamiliar
2024-06-26;Madrid;35.66;1.8;6.6;Dúplex
2024-06-26;Málaga;243.11;3.6;3.3;Piso
2024-06-26;Murcia;284.3;2.3;7.7;Adosado
2024-06-26;Navarra;278.39;1.2;4.4;Casa unifamiliar
2024-06-26;Orense;100.91;4.6;5.5;Dúplex
2024-06-26;Palencia;119.69;1.5;6.6;Dúplex
2024-06-26;Las Palmas;44.24;4.2;7.7;Casa unifamiliar
2024-06-26;Pontevedra;66.01;4.1;5.5;Piso
2024-06-26;La Rioja;208.13;4.4;3.3;Casa unifamiliar
2024-06-26;Salamanca;270.02;3.7;4.4;Adosado
2024-06-26;Segovia;196.18;1.7;6.6;Dúplex
2024-06-26;Sevilla;146.92;1.4;3.3;Adosado
2024-06-26;Soria;147.14;1.5;3.3;Dúplex
2024-06-26;Tarragona;106.78;4.3;5.5;Casa unifamiliar
2024-06-26;Santa Cruz de Tenerife;29.35;2.7;7.7;Adosado
2024-06-26;Teruel;225.77;2.7;4.4;Piso
2024-06-26;Toledo;82.84;2.2;6.6;Adosado
2024-06-26;Valencia;69.76;2.9;3.3;Adosado
2024-06-26;Valladolid;157.95;1.4;7.7;Dúplex
2024-06-26;Vizcaya;26.26;1.2;6.6;Dúplex
2024-06-26;Zamora;269.12;1.7;7.7;Piso
2024-06-26;Zaragoza;278.74;4.3;7.7;Piso
2024-06-27;Álava;208.05;4.1;7.7;Dúplex
2024-06-27;Albacete;201.29;4.3;4.4;Adosado
2024-06-27;Alicante;194.93;3.6;7.7;Piso
2024-06-27;Almería;167.38;1.9;3.3;Piso
2024-06-27;Asturias;113.07;4.6;5.5;Adosado
2024-06-27;Ávila;200.14;3.8;5.5;Dúplex
2024-06-27;Badajoz;37.69;1.2;5.5;Dúplex
2024-06-27;Baleares;125.25;4.5;5.5;Dúplex
2024-06-27;Barcelona;99.35;1.5;5.5;Dúplex
2024-06-27;Burgos;219.48;2.3;3.3;Adosado
2024-06-27;Cáceres;252.97;1.9;7.7;Casa unifamiliar
2024-06-27;Cádiz;27.7;1.8;6.6;Casa unifamiliar
2024-06-27;Cantabria;94.7;4.1;3.3;Adosado
2024-06-27;Castellón;260.3;3.6;3.3;Casa unifamiliar
2024-06-27;Ciudad Real;48.56;2.5;3.3;Dúplex
2024-06-27;Córdoba;126.76;1.4;3.3;Adosado
2024-06-27;La Coruña;243.69;1.3;5.5;Piso
2024-06-27;Cuenca;233.92;3.6;4.4;Piso
2024-06-27;Gerona;269.96;1.3;6.6;Dúplex
2024-06-27;Granada;237.75;4.3;6.6;Piso
2024-06-27;Guadalajara;214.49;2.3;7.7;Casa unifamiliar
2024-06-27;Guipúzcoa;125.78;2.9;3.3;Piso
2024-06-27;Huelva;178.91;2.7;4.4;Dúplex
2024-06-27;Huesca;240.0;3.5;4.4;Adosado
2024-06-27;Jaén;210.4;4.6;3.3;Casa unifamiliar
2024-06-27;León;228.85;3.0;5.5;Adosado
2024-06-27;Lérida;109.26;2.8;4.4;Adosado
2024-06-27;Lugo;67.97;3.1;3.3;Piso
2024-06-27;Madrid;221.81;1.6;7.7;Piso
2024-06-27;Málaga;103.25;4.9;5.5;Adosado
2024-06-27;Murcia;238.79;2.5;5.5;Adosado
2024-06-27;Navarra;42.6;2.3;3.3;Dúplex
2024-06-27;Orense;223.07;3.6;5.5;Adosado
2024-06-27;Palencia;58.88;4.5;5.5;Piso
2024-06-27;Las Palmas;178.9;1.8;7.7;Adosado
2024-06-27;Pontevedra;137.95;2.6;3.3;Dúplex
2024-06-27;La Rioja;125.55;2.2;7.7;Dúplex
2024-06-27;Salamanca;184.76;5.0;6.6;Dúplex
2024-06-27;Segovia;194.68;1.1;6.6;Casa unifamiliar
2024-06-27;Sevilla;51.25;1.8;4.4;Adosado
2024-06-27;Soria;67.17;1.7;7.7;Piso
2024-06-27;Tarragona;80.47;4.9;7.7;Piso
2024-06-27;Santa Cruz de Tenerife;57.64;4.5;5.5;Piso
2024-06-27;Teruel;150.95;4.9;4.4;Piso
2024-06-27;Toledo;209.01;4.9;7.7;Casa unifamiliar
2024-06-27;Valencia;54.05;4.7;4.4;Piso
2024-06-27;Valladolid;28.43;4.3;6.6;Adosado
2024-06-27;Vizcaya;278.05;2.7;5.5;Dúplex
2024-06-27;Zamora;264.19;2.0;5.5;Piso
2024-06-27;Zaragoza;263.95;1.0;3.3;Piso
2024-06-28;Álava;43.66;4.5;5.5;Dúplex
2024-06-28;Albacete;93.94;1.1;6.6;Adosado
2024-06-28;Alicante;143.43;5.0;3.3;Piso
2024-06-28;Almería;65.28;2.4;5.5;Casa unifamiliar
2024-06-28;Asturias;140.79;3.4;3.3;Dúplex
2024-06-28;Ávila;243.18;2.5;7.7;Piso
2024-06-28;Badajoz;273.43;4.6;5.5;Piso
2024-06-28;Baleares;229.92;4.0;6.6;Dúplex
2024-06-28;Barcelona;192.97;2.5;3.3;Casa unifamiliar
2024-06-28;Burgos;69.34;1.8;4.4;Casa unifamiliar
2024-06-28;Cáceres;91.2;2.3;7.7;Dúplex
2024-06-28;Cádiz;166.24;2.5;7.7;Dúplex
2024-06-28;Cantabria;252.24;2.4;5.5;Dúplex
2024-06-28;Castellón;255.32;3.6;5.5;Adosado
2024-06-28;Ciudad Real;249.05;2.2;4.4;Dúplex
2024-06-28;Córdoba;190.15;4.5;7.7;Piso
2024-06-28;La Coruña;276.16;2.9;7.7;Adosado
2024-06-28;Cuenca;237.55;4.5;4.4;Piso
2024-06-28;Gerona;24.51;1.4;6.6;Casa unifamiliar
2024-06-28;Granada;148.4;3.6;4.4;Piso
2024-06-28;Guadalajara;241.06;4.3;6.6;Piso
2024-06-28;Guipúzcoa;151.25;4.8;3.3;Adosado
2024-06-28;Huelva;220.11;1.6;4.4;Dúplex
2024-06-28;Huesca;181.32;2.7;7.7;Dúplex
2024-06-28;Jaén;35.54;3.8;3.3;Dúplex
2024-06-28;León;254.1;1.8;5.5;Piso
2024-06-28;Lérida;123.8;2.8;4.4;Adosado
2024-06-28;Lugo;272.11;2.2;5.5;Dúplex
2024-06-28;Madrid;55.48;1.3;4.4;Casa unifamiliar
2024-06-28;Málaga;200.46;4.6;4.4;Adosado
2024-06-28;Murcia;297.64;4.4;3.3;Adosado
2024-06-28;Navarra;229.36;2.7;7.7;Adosado
2024-06-28;Orense;259.77;4.9;5.5;Casa unifamiliar
2024-06-28;Palencia;74.4;1.5;6.6;Adosado
2024-06-28;Las Palmas;156.5;4.2;3.3;Casa unifamiliar
2024-06-28;Pontevedra;294.92;4.1;6.6;Adosado
2024-06-28;La Rioja;76.36;4.0;7.7;Adosado
2024-06-28;Salamanca;192.61;3.0;7.7;Piso
2024-06-28;Segovia;66.49;1.7;5.5;Casa unifamiliar
2024-06-28;Sevilla;51.55;4.3;6.6;Casa unifamiliar
2024-06-28;Soria;170.91;3.1;6.6;Casa unifamiliar
2024-06-28;Tarragona;24.09;3.1;3.3;Dúplex
2024-06-28;Santa Cruz de Tenerife;197.08;2.2;5.5;Piso
2024-06-28;Teruel;128.36;2.8;6.6;Piso
2024-06-28;Toledo;160.29;1.2;4.4;Casa unifamiliar
2024-06-28;Valencia;119.43;4.5;5.5;Casa unifamiliar
2024-06-28;Valladolid;159.04;4.8;5.5;Dúplex
2024-06-28;Vizcaya;42.58;4.1;6.6;Adosado
2024-06-28;Zamora;116.95;2.7;6.6;Adosado
2024-06-28;Zaragoza;199.15;3.7;5.5;Casa unifamiliar
2024-06-29;Álava;73.05;3.7;7.7;Piso
2024-06-29;Albacete;195.64;3.2;5.5;Piso
2024-06-29;Alicante;31.61;2.7;4.4;Dúplex
2024-06-29;Almería;57.6;1.9;3.3;Casa unifamiliar
2024-06-29;Asturias;56.94;2.4;4.4;Casa unifamiliar
2024-06-29;Ávila;172.3;2.3;3.3;Dúplex
2024-06-29;Badajoz;187.28;3.4;6.6;Dúplex
2024-06-29;Baleares;183.7;4.6;3.3;Adosado
2024-06-29;Barcelona;151.58;1.5;4.4;Piso
2024-06-29;Burgos;110.5;2.5;5.5;Piso
2024-06-29;Cáceres;44.02;4.6;4.4;Casa unifamiliar
2024-06-29;Cádiz;52.63;4.8;5.5;Dúplex
2024-06-29;Cantabria;150.48;4.1;3.3;Dúplex
2024-06-29;Castellón;247.92;1.7;5.5;Adosado
2024-06-29;Ciudad Real;20.14;4.3;3.3;Casa unifamiliar
2024-06-29;Córdoba;196.09;4.1;5.5;Adosado
2024-06-29;La Coruña;164.32;2.9;7.7;Casa unifamiliar
2024-06-29;Cuenca;108.91;5.0;4.4;Adosado
2024-06-29;Gerona;240.56;3.4;7.7;Piso
2024-06-29;Granada;176.76;3.4;3.3;Piso
2024-06-29;Guadalajara;186.37;1.1;3.3;Piso
2024-06-29;Guipúzcoa;188.08;2.9;6.6;Piso
2024-06-29;Huelva;78.23;1.3;6.6;Dúplex
2024-06-29;Huesca;80.5;3.5;7.7;Piso
2024-06-29;Jaén;90.72;4.3;7.7;Dúplex
2024-06-29;León;183.25;3.0;3.3;Casa unifamiliar
2024-06-29;Lérida;131.76;4.9;5.5;Piso
2024-06-29;Lugo;189.49;1.3;6.6;Dúplex
2024-06-29;Madrid;237.33;2.3;6.6;Adosado
2024-06-29;Málaga;245.72;3.2;5.5;Casa unifamiliar
2024-06-29;Murcia;283.08;3.1;6.6;Dúplex
2024-06-29;Navarra;205.92;2.3;5.5;Piso
2024-06-29;Orense;38.81;3.8;5.5;Casa unifamiliar
2024-06-29;Palencia;117.81;3.1;5.5;Piso
2024-06-29;Las Palmas;256.21;2.9;7.7;Adosado
2024-06-29;Pontevedra;216.54;4.4;5.5;Piso
2024-06-29;La Rioja;187.98;3.2;7.7;Adosado
2024-06-29;Salamanca;140.56;4.0;3.3;Dúplex
2024-06-29;Segovia;116.81;2.0;5.5;Dúplex
2024-06-29;Sevilla;73.1;3.3;3.3;Piso
2024-06-29;Soria;198.22;2.9;7.7;Piso
2024-06-29;Tarragona;109.57;2.9;6.6;Casa unifamiliar
2024-06-29;Santa Cruz de Tenerife;274.82;3.4;5.5;Dúplex
2024-06-29;Teruel;48.6;4.9;5.5;Casa unifamiliar
2024-06-29;Toledo;106.69;1.6;6.6;Adosado
2024-06-29;Valencia;241.85;2.8;4.4;Dúplex
2024-06-29;Valladolid;146.11;3.9;5.5;Dúplex
2024-06-29;Vizcaya;22.63;4.0;4.4;Adosado
2024-06-29;Zamora;147.26;1.2;7.7;Piso
2024-06-29;Zaragoza;47.89;2.6;3.3;Casa unifamiliar
2024-06-30;Álava;209.1;2.9;4.4;Dúplex
2024-06-30;Albacete;244.4;4.8;4.4;Adosado
2024-06-30;Alicante;49.94;2.8;3.3;Piso
2024-06-30;Almería;180.84;2.3;7.7;Adosado
2024-06-30;Asturias;119.64;1.1;7.7;Dúplex
2024-06-30;Ávila;257.01;2.3;7.7;Piso
2024-06-30;Badajoz;77.86;2.7;4.4;Casa unifamiliar
2024-06-30;Baleares;239.01;4.7;6.6;Piso
2024-06-30;Barcelona;272.3;4.7;6.6;Casa unifamiliar
2024-06-30;Burgos;280.56;2.3;3.3;Casa unifamiliar
2024-06-30;Cáceres;123.42;3.5;3.3;Adosado
2024-06-30;Cádiz;153.97;4.4;5.5;Adosado
2024-06-30;Cantabria;139.94;3.8;7.7;Adosado
2024-06-30;Castellón;47.6;1.5;6.6;Dúplex
2024-06-30;Ciudad Real;113.05;3.0;6.6;Casa unifamiliar
2024-06-30;Córdoba;293.81;1.7;4.4;Adosado
2024-06-30;La Coruña;144.16;2.5;6.6;Piso
2024-06-30;Cuenca;195.27;4.0;4.4;Dúplex
2024-06-30;Gerona;269.55;3.9;4.4;Dúplex
2024-06-30;Granada;266.69;1.9;7.7;Casa unifamiliar
2024-06-30;Guadalajara;171.87;3.1;7.7;Piso
2024-06-30;Guipúzcoa;231.61;3.6;3.3;Piso
2024-06-30;Huelva;296.86;3.9;4.4;Piso
2024-06-30;Huesca;162.36;2.1;3.3;Adosado
2024-06-30;Jaén;164.16;1.5;5.5;Casa unifamiliar
2024-06-30;León;201.83;2.8;6.6;Adosado
2024-06-30;Lérida;192.28;2.0;5.5;Piso
2024-06-30;Lugo;66.21;3.1;7.7;Piso
2024-06-30;Madrid;189.0;3.4;7.7;Adosado
2024-06-30;Málaga;118.3;1.8;3.3;Adosado
2024-06-30;Murcia;98.46;1.7;3.3;Adosado
2024-06-30;Navarra;32.45;3.8;5.5;Dúplex
2024-06-30;Orense;222.36;1.5;3.3;Casa unifamiliar
2024-06-30;Palencia;215.5;3.2;7.7;Piso
2024-06-30;Las Palmas;120.75;3.3;7.7;Piso
2024-06-30;Pontevedra;67.54;3.3;4.4;Piso
2024-06-30;La Rioja;164.99;1.7;4.4;Adosado
2024-06-30;Salamanca;124.79;4.8;7.7;Piso
2024-06-30;Segovia;193.38;3.2;3.3;Piso
2024-06-30;Sevilla;296.51;2.0;3.3;Adosado
2024-06-30;Soria;245.42;3.9;4.4;Adosado
2024-06-30;Tarragona;169.2;1.3;5.5;Piso
2024-06-30;Santa Cruz de Tenerife;36.65;3.8;7.7;Adosado
2024-06-30;Teruel;45.0;4.5;7.7;Piso
2024-06-30;Toledo;59.5;2.9;6.6;Adosado
2024-06-30;Valencia;127.92;3.8;7.7;Adosado
2024-06-30;Valladolid;30.34;2.9;6.6;Piso
2024-06-30;Vizcaya;145.41;3.2;7.7;Casa unifamiliar
2024-06-30;Zamora;111.65;4.1;3.3;Adosado
2024-06-30;Zaragoza;98.09;4.7;6.6;Piso
2024-07-01;Álava;88.72;4.6;6.6;Adosado
2024-07-01;Albacete;291.31;3.2;3.3;Casa unifamiliar
2024-07-01;Alicante;181.06;2.5;6.6;Adosado
2024-07-01;Almería;250.51;2.6;7.7;Casa unifamiliar
2024-07-01;Asturias;173.91;3.7;6.6;Adosado
2024-07-01;Ávila;248.16;3.6;6.6;Piso
2024-07-01;Badajoz;49.88;4.8;4.4;Piso
2024-07-01;Baleares;206.86;4.1;4.4;Piso
2024-07-01;Barcelona;24.28;4.0;6.6;Adosado
2024-07-01;Burgos;142.58;3.1;7.7;Dúplex
2024-07-01;Cáceres;93.81;2.2;3.3;Piso
2024-07-01;Cádiz;55.79;4.7;7.7;Piso
2024-07-01;Cantabria;233.48;1.2;6.6;Adosado
2024-07-01;Castellón;149.23;3.4;7.7;Dúplex
2024-07-01;Ciudad Real;175.86;3.0;6.6;Casa unifamiliar
2024-07-01;Córdoba;267.67;1.9;3.3;Piso
2024-07-01;La Coruña;280.88;3.4;4.4;Piso
2024-07-01;Cuenca;166.73;3.5;5.5;Adosado
2024-07-01;Gerona;206.57;2.2;3.3;Piso
2024-07-01;Granada;172.84;3.1;6.6;Casa unifamiliar
2024-07-01;Guadalajara;210.52;3.1;4.4;Casa unifamiliar
2024-07-01;Guipúzcoa;124.73;3.7;4.4;Casa unifamiliar
2024-07-01;Huelva;40.07;3.4;4.4;Adosado
2024-07-01;Huesca;126.73;1.5;3.3;Adosado
2024-07-01;Jaén;112.06;4.5;3.3;Adosado
2024-07-01;León;177.47;2.4;4.4;Piso
2024-07-01;Lérida;193.81;2.4;7.7;Dúplex
2024-07-01;Lugo;127.93;2.3;5.5;Dúplex
2024-07-01;Madrid;236.65;3.3;3.3;Adosado
2024-07-01;Málaga;187.66;1.8;4.4;Adosado
2024-07-01;Murcia;295.67;2.4;3.3;Piso
2024-07-01;Navarra;49.38;2.1;4.4;Casa unifamiliar
2024-07-01;Orense;102.59;2.1;7.7;Piso
2024-07-01;Palencia;279.7;4.8;3.3;Dúplex
2024-07-01;Las Palmas;42.33;4.2;5.5;Dúplex
2024-07-01;Pontevedra;239.59;2.1;4.4;Piso
2024-07-01;La Rioja;20.68;3.4;5.5;Adosado
2024-07-01;Salamanca;186.06;4.9;6.6;Piso
2024-07-01;Segovia;291.43;1.5;6.6;Dúplex
2024-07-01;Sevilla;109.0;3.0;5.5;Casa unifamiliar
2024-07-01;Soria;126.58;3.4;7.7;Dúplex
2024-07-01;Tarragona;182.9;4.0;5.5;Dúplex
2024-07-01;Santa Cruz de Tenerife;83.23;3.0;6.6;Piso
2024-07-01;Teruel;78.09;2.0;5.5;Dúplex
2024-07-01;Toledo;295.12;4.5;3.3;Casa unifamiliar
2024-07-01;Valencia;141.28;2.0;6.6;Casa unifamiliar
2024-07-01;Valladolid;156.2;1.2;7.7;Adosado
2024-07-01;Vizcaya;119.11;4.7;4.4;Piso
2024-07-01;Zamora;86.66;1.9;7.7;Piso
2024-07-01;Zaragoza;273.16;3.3;7.7;Casa unifamiliar
